"ALGHERO";"07 luglio 2013";84,50;
"ALGHERO";"07 maggio 2013";92,25;
"ALGHERO";"07 marzo 2013";89,50;
"ALGHERO";"07 novembre 2013";89,00;
"ALGHERO";"07 ottobre 2013";91,67;
"ALGHERO";"07 settembre 2013";91,00;
"ALGHERO";"08 agosto 2013";61,67;
"ALGHERO";"08 aprile 2013";86,25;
"ALGHERO";"08 dicembre 2013";71,50;
"ALGHERO";"08 febbraio 2013";64,75;
"ALGHERO";"08 gennaio 2013";97,00;
"ALGHERO";"08 giugno 2013";66,00;
"ALGHERO";"08 luglio 2013";81,50;
"ALGHERO";"08 maggio 2013";88,50;
"ALGHERO";"08 marzo 2013";90,25;
"ALGHERO";"08 novembre 2013";95,25;
"ALGHERO";"08 ottobre 2013";95,25;
"ALGHERO";"08 settembre 2013";92,00;
"ALGHERO";"09 agosto 2013";78,33;
"ALGHERO";"09 aprile 2013";94,00;
"ALGHERO";"09 dicembre 2013";92,50;
"ALGHERO";"09 febbraio 2013";86,75;
"ALGHERO";"09 gennaio 2013";85,00;
"ALGHERO";"09 giugno 2013";81,50;
"ALGHERO";"09 luglio 2013";84,75;
"ALGHERO";"09 maggio 2013";90,00;
"ALGHERO";"09 marzo 2013";92,33;
"ALGHERO";"09 novembre 2013";91,50;
"ALGHERO";"09 ottobre 2013";93,75;
"ALGHERO";"09 settembre 2013";88,50;
"ALGHERO";"10 agosto 2013";70,75;
"ALGHERO";"10 aprile 2013";92,25;
"ALGHERO";"10 dicembre 2013";96,00;
"ALGHERO";"10 febbraio 2013";77,50;
"ALGHERO";"10 gennaio 2013";77,00;
"ALGHERO";"10 giugno 2013";87,50;
"ALGHERO";"10 luglio 2013";71,00;
"ALGHERO";"10 maggio 2013";87,00;
"ALGHERO";"10 marzo 2013";93,00;
"ALGHERO";"10 novembre 2013";82,25;
"ALGHERO";"10 ottobre 2013";94,33;
"ALGHERO";"10 settembre 2013";86,00;
"ALGHERO";"11 agosto 2013";87,50;
"ALGHERO";"11 aprile 2013";93,00;
"ALGHERO";"11 dicembre 2013";99,00;
"ALGHERO";"11 febbraio 2013";82,25;
"ALGHERO";"11 gennaio 2013";72,00;
"ALGHERO";"11 giugno 2013";84,00;
"ALGHERO";"11 luglio 2013";89,00;
"ALGHERO";"11 maggio 2013";89,50;
"ALGHERO";"11 marzo 2013";85,25;
"ALGHERO";"11 novembre 2013";54,25;
"ALGHERO";"11 ottobre 2013";88,25;
"ALGHERO";"11 settembre 2013";93,00;
"ALGHERO";"12 agosto 2013";82,67;
"ALGHERO";"12 aprile 2013";79,50;
"ALGHERO";"12 dicembre 2013";100,00;
"ALGHERO";"12 febbraio 2013";91,50;
"ALGHERO";"12 gennaio 2013";62,00;
"ALGHERO";"12 giugno 2013";91,33;
"ALGHERO";"12 luglio 2013";80,50;
"ALGHERO";"12 maggio 2013";66,00;
"ALGHERO";"12 marzo 2013";83,75;
"ALGHERO";"12 novembre 2013";68,00;
"ALGHERO";"12 ottobre 2013";84,33;
"ALGHERO";"12 settembre 2013";77,33;
"ALGHERO";"13 agosto 2013";69,00;
"ALGHERO";"13 aprile 2013";95,00;
"ALGHERO";"13 dicembre 2013";100,00;
"ALGHERO";"13 febbraio 2013";90,00;
"ALGHERO";"13 gennaio 2013";89,00;
"ALGHERO";"13 giugno 2013";90,67;
"ALGHERO";"13 luglio 2013";74,00;
"ALGHERO";"13 maggio 2013";67,50;
"ALGHERO";"13 marzo 2013";86,50;
"ALGHERO";"13 novembre 2013";91,25;
"ALGHERO";"13 ottobre 2013";86,67;
"ALGHERO";"13 settembre 2013";58,00;
"ALGHERO";"14 agosto 2013";74,50;
"ALGHERO";"14 aprile 2013";95,00;
"ALGHERO";"14 dicembre 2013";99,00;
"ALGHERO";"14 febbraio 2013";81,50;
"ALGHERO";"14 gennaio 2013";74,00;
"ALGHERO";"14 giugno 2013";89,67;
"ALGHERO";"14 luglio 2013";76,00;
"ALGHERO";"14 maggio 2013";89,50;
"ALGHERO";"14 marzo 2013";92,67;
"ALGHERO";"14 novembre 2013";98,00;
"ALGHERO";"14 ottobre 2013";94,00;
"ALGHERO";"14 settembre 2013";85,50;
"ALGHERO";"15 agosto 2013";84,00;
"ALGHERO";"15 aprile 2013";94,00;
"ALGHERO";"15 dicembre 2013";91,50;
"ALGHERO";"15 febbraio 2013";91,75;
"ALGHERO";"15 gennaio 2013";65,50;
"ALGHERO";"15 giugno 2013";71,00;
"ALGHERO";"15 luglio 2013";68,00;
"ALGHERO";"15 maggio 2013";90,25;
"ALGHERO";"15 marzo 2013";68,00;
"ALGHERO";"15 novembre 2013";59,25;
"ALGHERO";"15 ottobre 2013";90,67;
"ALGHERO";"15 settembre 2013";92,00;
"ALGHERO";"16 agosto 2013";86,25;
"ALGHERO";"16 aprile 2013";93,33;
"ALGHERO";"16 dicembre 2013";100,00;
